                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                 0.5213,                0.62624,                 1.0187,                0.98757,                0.97241,                0.97965,                0.90708,                0.44303,                0.53656,                 1.0087,                0.00505,                0.00505,                0.00505
                    152,                0.51691,                0.63714,                 1.0263,                0.98733,                0.97233,                0.98042,                0.90969,                 0.4379,                0.53467,                  1.004,              0.0049982,              0.0049982,              0.0049982
                    153,                0.53014,                 0.6482,                 1.0239,                0.98743,                0.97637,                0.97948,                0.90211,                0.45191,                0.53341,                 1.0008,              0.0049463,              0.0049463,              0.0049463
                    154,                0.50345,                0.63014,                 1.0099,                0.98169,                0.97633,                0.97838,                0.90579,                0.41645,                0.52707,                0.98586,              0.0048945,              0.0048945,              0.0048945
                    155,                0.50838,                0.61843,                 1.0127,                0.98071,                0.97518,                0.97921,                0.90112,                0.42554,                0.54737,                0.99717,              0.0048427,              0.0048427,              0.0048427
                    156,                0.51065,                0.61254,                 1.0343,                0.98376,                 0.9718,                 0.9787,                0.90404,                0.43287,                0.51375,                0.99896,              0.0047909,              0.0047909,              0.0047909
                    157,                0.50995,                0.60589,                  1.015,                0.97848,                0.97518,                0.98184,                0.90753,                0.42695,                0.54289,                0.98225,              0.0047392,              0.0047392,              0.0047392
                    158,                0.52164,                0.61502,                 1.0191,                0.98625,                0.97699,                0.97716,                0.90637,                0.42197,                0.55127,                0.98365,              0.0046875,              0.0046875,              0.0046875
                    159,                 0.5118,                0.62051,                  1.012,                0.97837,                0.97441,                0.97644,                0.90247,                0.42748,                0.53498,                0.99325,              0.0046358,              0.0046358,              0.0046358
                    160,                0.48453,                0.59725,                 1.0012,                0.98508,                 0.9699,                0.97643,                0.89907,                0.44116,                0.54596,                 1.0021,              0.0045842,              0.0045842,              0.0045842
                    161,                0.50293,                0.60766,                 1.0107,                0.97773,                0.97467,                0.97877,                0.90471,                0.42313,                0.53038,                0.99061,              0.0045326,              0.0045326,              0.0045326
                    162,                0.50301,                0.61602,                0.99945,                0.98698,                0.97085,                0.98316,                 0.9131,                0.42182,                0.52367,                0.98678,              0.0044811,              0.0044811,              0.0044811
                    163,                 0.5042,                0.61093,                 1.0042,                0.98171,                0.97092,                0.97702,                0.90024,                0.42536,                0.52214,                0.99061,              0.0044296,              0.0044296,              0.0044296
                    164,                 0.4786,                 0.5841,                 1.0031,                0.98448,                0.97748,                0.97796,                0.90561,                0.41521,                0.52123,                0.98835,              0.0043782,              0.0043782,              0.0043782
                    165,                 0.5056,                 0.6099,                 1.0176,                0.99051,                0.97851,                0.97898,                0.90708,                0.42672,                0.53077,                 1.0015,              0.0043269,              0.0043269,              0.0043269
                    166,                0.51991,                 0.6359,                 1.0301,                0.98512,                0.97441,                0.98198,                0.90833,                0.41431,                 0.5092,                0.99051,              0.0042756,              0.0042756,              0.0042756
                    167,                0.51787,                0.61502,                 1.0091,                0.98863,                0.97395,                0.97733,                0.90565,                0.42124,                0.54459,                0.99124,              0.0042245,              0.0042245,              0.0042245
                    168,                0.52216,                0.63503,                 1.0165,                0.98598,                0.97742,                0.98106,                0.90814,                0.43974,                0.54887,                0.99603,              0.0041734,              0.0041734,              0.0041734
                    169,                0.51016,                0.62744,                  1.012,                0.98667,                0.97851,                0.97962,                0.91185,                0.41526,                0.52454,                0.98748,              0.0041225,              0.0041225,              0.0041225
                    170,                0.50799,                0.61424,                 1.0181,                0.97744,                0.97108,                0.97664,                 0.8992,                0.43407,                 0.5453,                 1.0018,              0.0040716,              0.0040716,              0.0040716
                    171,                0.50756,                0.60502,                   1.01,                0.98195,                0.97344,                0.97847,                0.90649,                0.42444,                0.52133,                 1.0044,              0.0040208,              0.0040208,              0.0040208
                    172,                0.49474,                0.58781,                 1.0022,                0.98649,                0.97336,                0.97773,                0.90765,                0.42734,                0.53386,                  1.007,              0.0039702,              0.0039702,              0.0039702
                    173,                0.49704,                0.58769,                0.98984,                0.98499,                0.97418,                0.97787,                0.90714,                0.42105,                0.54281,                 1.0027,              0.0039197,              0.0039197,              0.0039197
                    174,                0.50393,                0.59615,                 1.0032,                0.97133,                0.97235,                0.97757,                 0.9117,                0.41466,                0.50703,                0.99159,              0.0038693,              0.0038693,              0.0038693
                    175,                0.48533,                0.59009,                 1.0086,                0.98104,                0.97444,                0.97887,                0.91096,                0.41991,                0.51973,                0.98905,               0.003819,               0.003819,               0.003819
                    176,                0.48992,                0.58884,                 0.9992,                0.98314,                0.97748,                0.98092,                0.91153,                0.43922,                0.52418,                 1.0039,              0.0037688,              0.0037688,              0.0037688
                    177,                0.48296,                0.58451,                0.99876,                0.98645,                0.97579,                0.97922,                0.90327,                0.43272,                0.51363,                0.99934,              0.0037188,              0.0037188,              0.0037188
                    178,                0.48807,                0.58173,                0.99747,                0.98727,                0.97186,                0.97957,                0.90804,                0.42082,                0.52032,                0.99377,               0.003669,               0.003669,               0.003669
                    179,                0.48331,                0.58964,                 1.0062,                0.99074,                0.97463,                0.97846,                0.90798,                0.41175,                0.51107,                0.97831,              0.0036193,              0.0036193,              0.0036193
                    180,                0.49664,                0.58373,                 0.9864,                0.98434,                0.97275,                0.97731,                0.90806,                0.41888,                0.50035,                0.99447,              0.0035697,              0.0035697,              0.0035697
                    181,                0.48202,                0.58896,                 0.9995,                0.98877,                0.97215,                0.97825,                0.90823,                0.41731,                0.51683,                0.99643,              0.0035204,              0.0035204,              0.0035204
                    182,                0.49261,                 0.5901,                 1.0012,                0.99025,                0.97362,                0.97712,                 0.9057,                0.42562,                0.53959,                0.98838,              0.0034712,              0.0034712,              0.0034712
                    183,                0.50377,                0.60357,                 1.0062,                0.99103,                0.97396,                0.97673,                 0.9057,                0.41175,                0.52433,                0.99246,              0.0034221,              0.0034221,              0.0034221
                    184,                0.48254,                0.56574,                0.99783,                0.98566,                0.97337,                0.97784,                0.90975,                0.41889,                0.51133,                0.98273,              0.0033732,              0.0033732,              0.0033732
                    185,                0.49833,                0.57821,                 1.0056,                0.98536,                0.97464,                0.97809,                0.91004,                0.41572,                0.49433,                0.99104,              0.0033246,              0.0033246,              0.0033246
                    186,                0.48806,                0.56683,                 1.0023,                0.98964,                0.97354,                0.97614,                 0.9056,                0.41531,                0.52781,                 0.9955,              0.0032761,              0.0032761,              0.0032761
                    187,                0.49109,                0.59164,                 1.0032,                0.99042,                 0.9755,                0.97685,                 0.9034,                0.42104,                0.51216,                0.99058,              0.0032278,              0.0032278,              0.0032278
                    188,                0.48911,                0.57985,                0.99529,                0.98793,                0.97553,                0.97812,                0.90953,                0.41336,                0.51812,                0.99552,              0.0031797,              0.0031797,              0.0031797
                    189,                0.48907,                0.57205,                 1.0039,                0.98941,                 0.9742,                0.97774,                0.90593,                0.42383,                0.51391,                0.98874,              0.0031318,              0.0031318,              0.0031318
                    190,                0.47488,                0.56674,                  0.982,                 0.9906,                 0.9744,                0.97929,                 0.9118,                0.41887,                0.50344,                0.98663,              0.0030841,              0.0030841,              0.0030841
                    191,                0.47093,                 0.5579,                0.98939,                0.99039,                0.97379,                0.97753,                0.90499,                0.41917,                0.51135,                0.98678,              0.0030367,              0.0030367,              0.0030367
                    192,                0.47107,                0.53981,                0.99318,                0.98826,                0.97572,                 0.9793,                0.90904,                 0.4242,                0.49582,                0.99126,              0.0029894,              0.0029894,              0.0029894
                    193,                0.47243,                0.55697,                0.98756,                0.98632,                0.97068,                0.98103,                0.91376,                0.39788,                0.47061,                0.98011,              0.0029424,              0.0029424,              0.0029424
                    194,                0.48762,                0.56474,                0.99115,                0.98715,                0.97399,                0.97778,                0.90681,                 0.4226,                0.49811,                 1.0064,              0.0028956,              0.0028956,              0.0028956
                    195,                 0.4868,                0.55936,                0.99932,                0.98261,                0.97166,                0.97982,                 0.9133,                0.42168,                0.48976,                 1.0025,              0.0028491,              0.0028491,              0.0028491
                    196,                0.46415,                0.54712,                0.99453,                0.98556,                 0.9763,                0.97831,                0.90637,                0.42989,                0.50827,                 1.0106,              0.0028027,              0.0028027,              0.0028027
                    197,                0.47259,                0.55702,                0.99004,                0.98895,                 0.9749,                0.97746,                0.90705,                0.42032,                0.53349,                 1.0055,              0.0027567,              0.0027567,              0.0027567
                    198,                0.46911,                0.54765,                0.97722,                0.99089,                0.97332,                0.97754,                0.90757,                0.42963,                0.49733,                 1.0196,              0.0027109,              0.0027109,              0.0027109
                    199,                 0.4643,                0.57077,                0.99703,                 0.9906,                0.97341,                0.97851,                0.91108,                0.41401,                0.48659,                0.99838,              0.0026653,              0.0026653,              0.0026653
                    200,                0.47717,                0.56204,                0.99284,                0.98249,                0.97518,                0.97824,                0.90828,                0.41199,                0.49698,                 0.9944,                0.00262,                0.00262,                0.00262
                    201,                0.46169,                0.53504,                0.98783,                0.98946,                0.97646,                0.97782,                0.91095,                0.41449,                 0.4763,                 1.0047,               0.002575,               0.002575,               0.002575
                    202,                0.47013,                0.54403,                0.99585,                0.98715,                0.97518,                0.97783,                0.91029,                0.41942,                0.49831,                0.99968,              0.0025302,              0.0025302,              0.0025302
                    203,                0.46074,                0.55262,                0.98838,                0.98694,                0.97283,                0.97954,                0.91306,                0.40118,                0.48584,                0.98498,              0.0024858,              0.0024858,              0.0024858
                    204,                0.45917,                0.54169,                 0.9787,                0.99405,                0.97561,                0.98012,                0.91308,                0.40635,                0.46751,                 0.9941,              0.0024416,              0.0024416,              0.0024416
                    205,                 0.4762,                0.54706,                 0.9902,                0.98898,                 0.9771,                0.98017,                0.91187,                0.40991,                0.47191,                0.99635,              0.0023977,              0.0023977,              0.0023977
                    206,                0.47853,                0.56257,                0.98566,                0.98912,                0.97607,                0.97755,                0.91152,                0.41317,                 0.4787,                 1.0036,               0.002354,               0.002354,               0.002354
                    207,                0.47922,                0.54537,                0.98543,                0.98825,                0.97518,                0.97703,                0.90903,                0.42066,                0.49228,                 1.0084,              0.0023107,              0.0023107,              0.0023107
                    208,                0.46246,                0.54555,                 0.9875,                0.98391,                0.97518,                0.97705,                0.91266,                0.41371,                0.48813,                 1.0131,              0.0022677,              0.0022677,              0.0022677
                    209,                0.45643,                0.54853,                0.97907,                0.98778,                0.97518,                0.97674,                0.90581,                0.42593,                0.51235,                 1.0222,               0.002225,               0.002225,               0.002225
                    210,                0.46744,                0.54743,                0.99238,                0.98779,                0.97457,                0.97709,                0.90985,                0.41745,                0.49352,                 1.0103,              0.0021826,              0.0021826,              0.0021826
                    211,                 0.4534,                 0.5233,                0.98658,                0.99037,                0.97474,                0.97932,                0.90856,                0.40655,                0.46665,                0.99518,              0.0021405,              0.0021405,              0.0021405
                    212,                0.47686,                0.56414,                0.99613,                0.98793,                0.97518,                0.97688,                0.90574,                0.41736,                0.48727,                 1.0036,              0.0020987,              0.0020987,              0.0020987
                    213,                0.45858,                 0.5396,                   0.98,                0.98915,                0.97518,                0.97855,                0.90877,                0.41095,                0.47348,                0.99914,              0.0020572,              0.0020572,              0.0020572
                    214,                0.45282,                 0.5229,                0.98742,                0.98974,                0.97492,                0.97902,                 0.9141,                0.41176,                0.46498,                 1.0022,              0.0020161,              0.0020161,              0.0020161
                    215,                0.46435,                0.53668,                0.99366,                0.98829,                0.97518,                 0.9816,                0.91396,                  0.415,                 0.4611,                 1.0048,              0.0019753,              0.0019753,              0.0019753
                    216,                0.46979,                0.55894,                0.99372,                0.98733,                0.97455,                0.98085,                0.91252,                0.41063,                0.44402,                 0.9997,              0.0019349,              0.0019349,              0.0019349
                    217,                0.45777,                0.53684,                0.98108,                0.98874,                0.97851,                0.98209,                 0.9065,                0.41899,                0.45695,                 1.0038,              0.0018948,              0.0018948,              0.0018948
                    218,                0.46992,                0.54234,                0.98796,                0.98992,                0.97583,                0.98247,                0.91186,                0.42239,                0.46474,                 1.0085,               0.001855,               0.001855,               0.001855
                    219,                0.45169,                 0.5333,                0.97775,                0.99026,                 0.9784,                0.98139,                0.91165,                0.42104,                0.45496,                  1.016,              0.0018156,              0.0018156,              0.0018156
                    220,                0.45889,                 0.5437,                0.98222,                0.98947,                 0.9777,                0.98007,                 0.9113,                0.40591,                0.45879,                0.99998,              0.0017765,              0.0017765,              0.0017765
                    221,                0.44757,                0.53198,                0.97274,                0.98813,                0.97513,                0.97902,                0.91256,                0.40408,                0.45739,                 1.0002,              0.0017378,              0.0017378,              0.0017378
                    222,                0.45157,                0.53521,                0.98023,                0.98387,                0.97369,                0.98129,                0.91648,                0.40251,                 0.4441,                 1.0004,              0.0016995,              0.0016995,              0.0016995
                    223,                0.45398,                0.53299,                0.98072,                0.98554,                0.97649,                0.98119,                0.91759,                0.40812,                0.45093,                 1.0048,              0.0016615,              0.0016615,              0.0016615
                    224,                0.44457,                0.52284,                0.97629,                0.98334,                0.97436,                0.97948,                 0.9113,                0.40767,                0.47458,                 1.0016,              0.0016239,              0.0016239,              0.0016239
                    225,                0.45506,                0.51706,                0.98813,                0.98639,                0.97195,                0.97837,                0.91359,                0.40216,                0.48286,                0.99701,              0.0015867,              0.0015867,              0.0015867
                    226,                0.44829,                0.52857,                0.98344,                0.98908,                0.97439,                0.98006,                0.91655,                0.39631,                0.47358,                0.99272,              0.0015498,              0.0015498,              0.0015498
                    227,                0.45505,                0.53704,                0.98304,                0.98923,                0.97759,                0.98079,                0.91821,                0.39803,                0.46025,                0.99251,              0.0015134,              0.0015134,              0.0015134
                    228,                 0.4419,                0.51447,                0.98021,                0.98486,                0.97617,                0.98055,                0.91758,                0.40368,                0.45582,                0.99223,              0.0014773,              0.0014773,              0.0014773
                    229,                0.44068,                0.50447,                0.96917,                0.99142,                0.97456,                0.98084,                0.92025,                0.39691,                0.45792,                0.99254,              0.0014416,              0.0014416,              0.0014416
                    230,                0.45453,                0.53307,                0.98187,                0.99024,                0.97419,                0.98002,                0.91324,                0.39433,                 0.4621,                0.99547,              0.0014063,              0.0014063,              0.0014063
                    231,                0.43427,                0.50001,                0.97736,                0.98992,                0.97619,                0.98141,                0.92184,                0.38527,                0.45695,                0.98083,              0.0013714,              0.0013714,              0.0013714
                    232,                0.45475,                0.53057,                0.97072,                0.99032,                0.97094,                0.98018,                0.91936,                0.39328,                0.46678,                0.98217,               0.001337,               0.001337,               0.001337
                    233,                0.43917,                0.50659,                0.98282,                0.99022,                0.97471,                 0.9818,                0.92162,                0.39325,                0.45291,                0.98454,              0.0013029,              0.0013029,              0.0013029
                    234,                0.44587,                0.50007,                0.96495,                0.99136,                0.97467,                0.98061,                0.91794,                0.39495,                0.45826,                0.98594,              0.0012692,              0.0012692,              0.0012692
                    235,                0.44379,                 0.5039,                0.96695,                0.99146,                0.97594,                0.98088,                0.91836,                0.39177,                0.45569,                0.98342,               0.001236,               0.001236,               0.001236
                    236,                0.42269,                0.49212,                0.96398,                0.99079,                0.97748,                0.98011,                0.91866,                 0.3945,                0.45183,                0.98208,              0.0012031,              0.0012031,              0.0012031
                    237,                0.45009,                0.51959,                0.98422,                0.99119,                0.97394,                0.98084,                0.91812,                0.39609,                 0.4543,                0.98081,              0.0011707,              0.0011707,              0.0011707
                    238,                0.43653,                0.50642,                0.98484,                0.99074,                0.96984,                0.98187,                0.91821,                0.40495,                0.46307,                 1.0018,              0.0011387,              0.0011387,              0.0011387
                    239,                0.45401,                0.51971,                0.97975,                0.98291,                0.97441,                0.98211,                0.91394,                0.40297,                0.45953,                0.98783,              0.0011072,              0.0011072,              0.0011072
                    240,                0.44772,                0.51386,                0.96937,                0.98321,                0.97395,                0.98089,                0.91699,                 0.3999,                0.46708,                0.98657,              0.0010761,              0.0010761,              0.0010761
                    241,                 0.4477,                0.51723,                 0.9778,                0.98407,                0.97512,                0.98089,                0.92131,                0.39089,                0.46261,                0.97865,              0.0010454,              0.0010454,              0.0010454
                    242,                0.42401,                0.49222,                0.96163,                0.98812,                0.97666,                0.98158,                0.92223,                0.39702,                0.46577,                0.98793,              0.0010151,              0.0010151,              0.0010151
                    243,                0.42793,                 0.4982,                0.96948,                0.99045,                0.97083,                0.97966,                0.91796,                0.39615,                0.46312,                 0.9904,             0.00098531,             0.00098531,             0.00098531
                    244,                 0.4568,                0.53514,                0.98171,                0.99067,                0.97639,                0.97993,                0.91532,                0.40306,                0.46499,                 1.0007,             0.00095595,             0.00095595,             0.00095595
                    245,                0.43921,                0.50864,                0.96829,                0.98514,                0.97712,                0.97948,                 0.9168,                0.39765,                0.47116,                0.99555,             0.00092704,             0.00092704,             0.00092704
                    246,                0.42419,                0.49847,                0.95899,                0.99168,                 0.9733,                 0.9804,                0.91841,                 0.3985,                0.47232,                0.99374,             0.00089858,             0.00089858,             0.00089858
                    247,                0.44692,                0.50918,                0.98258,                0.98933,                0.96898,                0.98174,                0.91924,                0.39916,                0.46865,                0.99311,             0.00087058,             0.00087058,             0.00087058
                    248,                0.43631,                0.50061,                0.96478,                0.98776,                0.96991,                0.98002,                0.91726,                0.39368,                0.47298,                0.98594,             0.00084303,             0.00084303,             0.00084303
                    249,                0.43619,                0.49087,                0.97199,                0.98697,                0.97252,                0.97996,                0.91547,                0.39377,                0.46509,                0.98928,             0.00081595,             0.00081595,             0.00081595
                    250,                0.42949,                0.50104,                 0.9702,                0.98574,                0.97589,                0.98072,                0.91885,                 0.3939,                0.46083,                0.99018,             0.00078933,             0.00078933,             0.00078933
                    251,                0.43183,                0.49812,                0.96689,                0.98835,                0.97566,                 0.9796,                0.91406,                0.39866,                0.46772,                0.99918,             0.00076317,             0.00076317,             0.00076317
                    252,                0.43767,                0.49854,                0.97952,                0.98801,                0.97537,                0.98068,                0.91626,                0.39859,                0.46259,                0.99486,             0.00073749,             0.00073749,             0.00073749
                    253,                0.43108,                0.49227,                0.97264,                 0.9889,                0.97632,                0.98082,                0.91856,                0.39683,                0.45417,                0.99732,             0.00071228,             0.00071228,             0.00071228
                    254,                0.43671,                0.49403,                0.97145,                0.98999,                0.97281,                0.98094,                0.91816,                0.39789,                0.46052,                0.99433,             0.00068755,             0.00068755,             0.00068755
                    255,                0.43144,                0.50998,                 0.9716,                0.98974,                0.97466,                   0.98,                0.91739,                0.39463,                0.47023,                0.99198,             0.00066329,             0.00066329,             0.00066329
                    256,                0.43425,                 0.4945,                0.96637,                0.99015,                0.97553,                0.98029,                0.91834,                0.39486,                 0.4775,                0.99065,             0.00063952,             0.00063952,             0.00063952
                    257,                0.43069,                0.49657,                0.96503,                0.98825,                0.97454,                0.98227,                0.92256,                0.39161,                0.45881,                 0.9854,             0.00061623,             0.00061623,             0.00061623
                    258,                0.42592,                 0.4997,                0.96941,                0.98895,                0.97558,                0.98112,                0.91928,                0.40121,                0.46402,                0.99468,             0.00059342,             0.00059342,             0.00059342
                    259,                0.42608,                0.49546,                0.96494,                0.99085,                 0.9769,                0.97986,                0.91897,                0.39208,                0.47499,                 0.9908,             0.00057111,             0.00057111,             0.00057111
                    260,                0.41815,                0.48337,                0.96341,                0.99006,                0.97518,                0.97964,                0.91778,                0.39091,                0.47379,                0.98716,             0.00054928,             0.00054928,             0.00054928
                    261,                0.43163,                0.49402,                0.97421,                0.99104,                0.97441,                 0.9802,                0.91908,                0.39317,                0.46857,                0.99219,             0.00052795,             0.00052795,             0.00052795
                    262,                0.42398,                0.48697,                0.96911,                0.99125,                0.97475,                0.98088,                0.91974,                0.39372,                0.45754,                0.99226,             0.00050711,             0.00050711,             0.00050711
                    263,                0.42407,                0.48684,                0.96267,                0.99096,                0.97514,                0.98094,                 0.9181,                0.39356,                0.45406,                0.98988,             0.00048678,             0.00048678,             0.00048678
                    264,                0.42936,                0.50484,                0.97097,                0.98917,                0.97497,                 0.9804,                0.92052,                0.39248,                0.45099,                0.98734,             0.00046694,             0.00046694,             0.00046694
                    265,                0.43779,                0.49964,                0.96227,                0.99045,                0.97561,                0.98008,                0.92026,                0.39388,                0.45629,                0.98905,             0.00044761,             0.00044761,             0.00044761
                    266,                 0.4261,                0.48766,                0.96348,                0.99076,                0.97463,                0.98009,                0.92144,                0.38893,                0.45626,                0.98522,             0.00042878,             0.00042878,             0.00042878
                    267,                0.41269,                0.46812,                0.96252,                 0.9907,                0.97395,                0.98072,                 0.9208,                0.38802,                0.46042,                 0.9803,             0.00041045,             0.00041045,             0.00041045
                    268,                0.43151,                0.49825,                0.96462,                0.99091,                0.97486,                0.98051,                0.91845,                0.38827,                0.46223,                0.97979,             0.00039264,             0.00039264,             0.00039264
                    269,                0.42821,                 0.4884,                0.95597,                0.98931,                0.97587,                0.98044,                0.92102,                0.39086,                0.45529,                0.98415,             0.00037534,             0.00037534,             0.00037534
                    270,                0.42989,                 0.4815,                0.95702,                0.99045,                0.97543,                0.98061,                0.92069,                 0.3919,                0.45798,                0.98634,             0.00035855,             0.00035855,             0.00035855
                    271,                  0.427,                 0.4929,                0.95738,                0.98952,                0.97563,                0.98004,                 0.9183,                0.39115,                0.45967,                 0.9881,             0.00034227,             0.00034227,             0.00034227
                    272,                0.42204,                0.49613,                0.97363,                0.98926,                0.97518,                0.97955,                0.91807,                0.38861,                0.46553,                0.98365,             0.00032651,             0.00032651,             0.00032651
                    273,                 0.4334,                0.49575,                0.96005,                0.98959,                0.97518,                0.97949,                0.92051,                0.38705,                0.45947,                0.98418,             0.00031127,             0.00031127,             0.00031127
                    274,                0.42377,                0.47476,                0.95632,                0.99156,                0.97469,                0.97885,                0.91788,                0.39279,                0.46841,                0.98771,             0.00029655,             0.00029655,             0.00029655
                    275,                0.41844,                0.48312,                0.96059,                0.98752,                0.97108,                0.97864,                 0.9176,                0.39248,                0.46831,                0.98638,             0.00028235,             0.00028235,             0.00028235
                    276,                0.43021,                0.49346,                0.96567,                0.98771,                0.97108,                0.97952,                0.91842,                0.39002,                0.46007,                0.98575,             0.00026867,             0.00026867,             0.00026867
                    277,                0.42842,                0.48949,                0.96335,                0.98656,                0.97203,                0.97965,                0.91802,                0.39166,                0.46265,                0.98432,             0.00025551,             0.00025551,             0.00025551
                    278,                0.40865,                0.48145,                0.95429,                0.98894,                 0.9739,                0.97926,                0.91772,                0.38861,                0.45638,                0.98551,             0.00024289,             0.00024289,             0.00024289
                    279,                0.42973,                0.49227,                0.97174,                0.98999,                0.97408,                0.97968,                0.91972,                0.39104,                0.46267,                0.98743,             0.00023078,             0.00023078,             0.00023078
                    280,                0.43275,                0.48663,                0.96995,                0.99004,                0.97493,                0.97991,                0.91793,                0.39193,                0.45815,                0.98972,             0.00021921,             0.00021921,             0.00021921
                    281,                0.41428,                 0.4704,                0.95239,                0.98934,                 0.9741,                0.98003,                0.91797,                0.39445,                0.45737,                0.99043,             0.00020817,             0.00020817,             0.00020817
                    282,                0.42509,                0.48728,                0.96087,                0.98907,                0.97419,                0.97975,                0.91933,                0.39051,                0.45538,                0.98798,             0.00019766,             0.00019766,             0.00019766
                    283,                0.42475,                0.48182,                0.96322,                0.98925,                0.97411,                0.97978,                0.91931,                0.38796,                0.45311,                0.98542,             0.00018768,             0.00018768,             0.00018768
                    284,                0.42827,                0.47276,                0.96737,                0.98931,                0.97397,                0.97965,                 0.9188,                0.38843,                 0.4523,                0.98424,             0.00017823,             0.00017823,             0.00017823
                    285,                0.43345,                0.48593,                0.96875,                0.98939,                0.97414,                0.97978,                0.91903,                 0.3865,                0.45478,                0.98388,             0.00016932,             0.00016932,             0.00016932
                    286,                0.34638,                0.36376,                0.88967,                0.98895,                0.97149,                0.97985,                 0.9196,                0.39273,                0.45392,                0.98772,             0.00016094,             0.00016094,             0.00016094
                    287,                0.34219,                0.35849,                0.88358,                0.98853,                0.97147,                0.97975,                 0.9176,                0.39262,                0.45669,                0.98792,              0.0001531,              0.0001531,              0.0001531
                    288,                0.34013,                0.35359,                0.87907,                 0.9888,                0.97184,                0.97902,                0.91498,                0.39279,                  0.461,                0.98645,              0.0001458,              0.0001458,              0.0001458
                    289,                0.34614,                 0.3604,                0.88506,                0.98887,                 0.9718,                0.97966,                0.91964,                 0.3933,                0.46038,                0.98638,             0.00013903,             0.00013903,             0.00013903
                    290,                0.33404,                0.35235,                0.88696,                0.98838,                0.97314,                0.98035,                 0.9193,                0.38981,                0.45572,                0.98488,              0.0001328,              0.0001328,              0.0001328
                    291,                0.34014,                0.35636,                0.88983,                0.98839,                0.97343,                0.97992,                0.91808,                0.38745,                0.45639,                0.98125,             0.00012712,             0.00012712,             0.00012712
                    292,                0.34036,                0.36042,                0.88607,                0.98904,                0.97214,                0.98002,                0.91811,                0.38657,                0.45336,                 0.9807,             0.00012197,             0.00012197,             0.00012197
                    293,                0.33148,                0.34889,                0.87961,                0.98865,                0.97268,                0.97973,                0.91969,                0.38454,                0.45251,                0.97938,             0.00011736,             0.00011736,             0.00011736
                    294,                 0.3346,                0.34247,                 0.8886,                0.98854,                0.97245,                0.97971,                0.91834,                0.38413,                0.45388,                0.97776,             0.00011329,             0.00011329,             0.00011329
                    295,                0.32671,                0.34408,                0.87954,                0.98841,                0.97245,                0.97981,                0.91738,                0.38333,                0.45868,                0.97633,             0.00010977,             0.00010977,             0.00010977
                    296,                0.32913,                0.34966,                0.87337,                0.98845,                0.97268,                0.98002,                 0.9196,                0.38354,                0.45983,                0.97603,             0.00010678,             0.00010678,             0.00010678
                    297,                0.33609,                0.35064,                0.88239,                0.98839,                0.97285,                0.98004,                0.92064,                 0.3849,                 0.4599,                0.97921,             0.00010434,             0.00010434,             0.00010434
                    298,                0.33882,                0.35093,                0.88782,                0.98881,                0.97257,                0.98016,                0.92104,                0.38639,                0.46064,                0.97942,             0.00010244,             0.00010244,             0.00010244
                    299,                0.34262,                0.35967,                0.88804,                0.98841,                 0.9732,                0.97986,                0.92197,                0.38524,                0.45825,                0.97962,             0.00010109,             0.00010109,             0.00010109
                    300,                0.33568,                0.34999,                0.88119,                0.98826,                0.97282,                0.97995,                 0.9219,                 0.3844,                0.45503,                0.97957,             0.00010027,             0.00010027,             0.00010027
